iter	MultiClass
495	0.4800418532
496	0.4799592249
497	0.4797755494
498	0.4795742393
499	0.4793119727
500	0.47909494
501	0.479005423
502	0.4787864731
503	0.478593056
504	0.4784234553
505	0.4781829752
506	0.4779904865
507	0.4777644723
508	0.4776377558
509	0.47747883
510	0.4772696539
511	0.4770836584
512	0.4770217534
513	0.4767971407
514	0.4765188308
515	0.4763513581
516	0.4762695956
517	0.4761854138
518	0.4760608995
519	0.4758526779
520	0.4756704396
521	0.4754290675
522	0.4753709632
523	0.4751336063
524	0.4750182232
525	0.474975701
526	0.4746978038
527	0.4744907298
528	0.4743027891
529	0.4741554421
530	0.4741069249
531	0.4739573363
532	0.473688928
533	0.4734948594
534	0.4732338954
535	0.4730460544
536	0.4729579672
537	0.4726723427
538	0.4725070541
539	0.4723794897
540	0.472219104
541	0.4720238285
542	0.4718596619
543	0.4716993317
544	0.4715535645
545	0.4713454069
546	0.4711416555
547	0.4710665821
548	0.4709249753
549	0.4707066894
550	0.4705716107
551	0.4705188648
552	0.4702793605
553	0.4700700739
554	0.4699528776
555	0.4698188
556	0.4696269992
557	0.4695191735
558	0.469398156
559	0.4693437095
560	0.4691777834
561	0.4690059361
562	0.4689306329
563	0.4687067963
564	0.4686528067
565	0.4684369484
566	0.4683758474
567	0.4683287262
568	0.4681062495
569	0.4680195923
570	0.4679184296
571	0.4678545253
572	0.4676908314
573	0.4675828256
574	0.4675366891
575	0.4673696446
576	0.4672003825
577	0.4670486616
578	0.4668676401
579	0.466703931
580	0.4665800652
581	0.4664189441
582	0.4663697435
583	0.4663233039
584	0.466140178
585	0.4660648327
586	0.4660284929
587	0.4658466072
588	0.4657318189
589	0.4655394823
590	0.465411744
591	0.465257085
592	0.4650636686
593	0.4650201602
594	0.4648946565
595	0.4647438003
596	0.4647123524
597	0.4646169906
598	0.4644730625
599	0.4644275143
600	0.4642280425
601	0.4640844198
602	0.4638746135
603	0.4637714054
604	0.4635852051
605	0.463345532
606	0.4632582193
607	0.4631265975
608	0.4629958297
609	0.4629553214
610	0.462870143
611	0.462742017
612	0.4626662003
613	0.462433933
614	0.4622993833
615	0.462207441
616	0.4621028271
617	0.4619056796
618	0.4617417756
619	0.4615965711
620	0.4614296473
621	0.4613900852
622	0.4612593499
623	0.4611536346
624	0.4611044433
625	0.4609897323
626	0.4608070539
627	0.4606808674
628	0.460493016
629	0.4603966084
630	0.4603559278
631	0.4602266024
632	0.460108017
633	0.4599937026
634	0.4598045689
635	0.4597598296
636	0.4596316237
637	0.4594790309
638	0.459435378
639	0.4593221968
640	0.4591456392
641	0.4589405102
642	0.4587709982
643	0.4585892415
644	0.458484559
645	0.4583516422
646	0.4583005307
647	0.4581839934
648	0.4580682509
649	0.4578855663
650	0.4578062605
651	0.4576664734
652	0.4575002174
653	0.4573823973
654	0.4573270321
655	0.4571509965
656	0.4569391551
657	0.4567264259
658	0.4566656343
659	0.4565515233
660	0.4563885005
661	0.4562299546
662	0.4560577327
663	0.4559705165
664	0.4558570952
665	0.4556944637
666	0.4555339706
667	0.4553753578
668	0.4553415299
669	0.455183737
670	0.4550869172
671	0.4548709012
672	0.4547135404
673	0.4545710085
674	0.4544196729
675	0.454323679
676	0.4542236243
677	0.4540853013
678	0.453921134
679	0.4538188101
680	0.4537071211
681	0.4535267667
682	0.453467137
683	0.4532851294
684	0.4532230961
685	0.4531635598
686	0.4530156545
687	0.4529784595
688	0.4528460922
689	0.4526865285
690	0.4525845374
691	0.4524805187
692	0.4523397902
693	0.4522078715
694	0.4521379565
695	0.4521013997
696	0.4519199151
697	0.4518608126
698	0.4518031557
699	0.4517113678
700	0.4516109409
701	0.4515128458
702	0.4514318409
703	0.451328685
704	0.451288164
705	0.4511676147
706	0.4510711177
707	0.4509497674
708	0.4507642583
709	0.4506117332
710	0.4505064633
711	0.4504358643
712	0.450282597
713	0.4501372721
714	0.4501019895
715	0.4499829908
716	0.4498648535
717	0.4497775682
718	0.4496845164
719	0.4495859822
720	0.4494897628
721	0.4493793719
722	0.4492815405
723	0.4492438041
724	0.4491457242
725	0.4490090625
726	0.4488981498
727	0.4487790842
728	0.4486463123
729	0.4486166273
730	0.4485373738
731	0.4484384413
732	0.4483188219
733	0.4482931189
734	0.4482472505
735	0.4481715846
736	0.4480155785
737	0.447951743
738	0.4477745383
739	0.4476613011
740	0.447624489
741	0.4475845509
742	0.4474411027
743	0.4473282903
744	0.4472060005
745	0.4471555702
746	0.4470137694
747	0.4469340089
748	0.4467811301
749	0.4467582072
750	0.4466500715
751	0.4465307128
752	0.4464648374
753	0.4463469442
754	0.4462414318
755	0.4460905583
756	0.4459517921
757	0.4459149316
758	0.4458289899
759	0.4457820465
760	0.4455973562
761	0.4454753582
762	0.4454534992
763	0.445352048
764	0.4452963596
765	0.4451760301
766	0.4450798978
767	0.4450409244
768	0.4449199154
769	0.444840053
770	0.4447103309
771	0.4446823775
772	0.4445942961
773	0.4444714139
774	0.4443983139
775	0.4442963278
776	0.4442508102
777	0.4441267621
778	0.4440981386
779	0.4439970275
780	0.4438230131
781	0.4437344993
782	0.4436452745
783	0.4436147878
784	0.4435468415
785	0.4435101795
786	0.4434321897
787	0.4433417238
788	0.4432572257
789	0.4431808547
790	0.4430504479
791	0.4429111829
792	0.4427877477
793	0.4426775513
794	0.4425241335
795	0.4424500309
796	0.4424052874
797	0.4423472606
798	0.4422136971
799	0.4420805133
800	0.442007171
801	0.4419402081
802	0.4418071437
803	0.4416997168
804	0.4415819739
805	0.4415384083
806	0.4414560751
807	0.4413384947
808	0.4412238043
809	0.44112442
810	0.4410529347
811	0.4409742355
812	0.4408406363
813	0.4407811152
814	0.4406427684
815	0.4405186114
816	0.4404377119
817	0.4403637716
818	0.4403346216
819	0.4402466141
820	0.4401621303
821	0.4400550524
822	0.4399007396
823	0.439797815
824	0.4396871268
825	0.4395404179
826	0.4394683174
827	0.4394079302
828	0.4393418037
829	0.4392661583
830	0.4391569132
831	0.4390272369
832	0.4389694179
833	0.4388611402
834	0.4388295641
835	0.4387159729
836	0.4385999432
837	0.4384435658
838	0.4383715269
839	0.4382792115
840	0.4381889129
841	0.4381668405
842	0.4381026783
843	0.438026002
844	0.4379184716
845	0.4378389396
846	0.4377528285
847	0.4376771178
848	0.4376310144
849	0.4375223673
850	0.4374254294
851	0.4373304118
852	0.4373034103
853	0.4371433652
854	0.4369948748
855	0.4369046501
856	0.4368296765
857	0.4368000825
858	0.4367180363
859	0.4366880011
860	0.4366648682
861	0.436602399
862	0.4365369166
863	0.4364847241
864	0.4363867268
865	0.4362919848
866	0.4362616982
867	0.4361729042
868	0.4361489101
869	0.4360633573
870	0.4360046678
871	0.4359201015
872	0.4358279943
873	0.435735188
874	0.4355854432
875	0.435531928
876	0.435440055
877	0.4353640557
878	0.4353011494
879	0.4352395734
880	0.4351237626
881	0.4350642778
882	0.4350105848
883	0.43492753
884	0.4348620527
885	0.4347657683
886	0.4347404079
887	0.4347119611
888	0.434622791
889	0.4345589247
890	0.4344346844
891	0.4343367721
892	0.4342857685
893	0.4342225746
894	0.4341486619
895	0.4341009539
896	0.4339972344
897	0.4339055176
898	0.4338535148
899	0.4337791578
900	0.4337353287
901	0.4336822166
902	0.4336348764
903	0.4335915535
904	0.4334648063
905	0.4334322382
906	0.4333973231
907	0.4332909041
908	0.4332036527
909	0.4331663071
910	0.4330378104
911	0.4329929709
912	0.4329177619
913	0.4328889052
914	0.4328180761
915	0.4327954476
916	0.4327744387
917	0.4326741444
918	0.4325612262
919	0.4324872683
920	0.432413325
921	0.4323253491
922	0.4322790457
923	0.4321843743
924	0.4320727553
925	0.4319941856
926	0.4319301339
927	0.431832208
928	0.4318051211
929	0.4316947534
930	0.4316186833
931	0.4315116138
932	0.4314863875
933	0.4314668462
934	0.4314109062
935	0.4312912501
936	0.4311675225
937	0.4310872202
938	0.431025293
939	0.4309743759
940	0.4309296858
941	0.4308602394
942	0.4307786525
943	0.4306842846
944	0.4306154387
945	0.4305142578
946	0.4304777846
947	0.4303343242
948	0.4302961537
949	0.430173316
950	0.4301189007
951	0.4300519885
952	0.4300138642
953	0.4299136302
954	0.4298392306
955	0.4297852954
956	0.4297339441
957	0.429687352
958	0.4296358761
959	0.429534301
960	0.4295105668
961	0.429437945
962	0.4293544944
963	0.4292793274
964	0.4291987723
965	0.4290886667
966	0.4290706404
967	0.4289789723
968	0.42890945
969	0.4288033192
970	0.4287779896
971	0.4287186698
972	0.4286806879
973	0.4285822861
974	0.4284908807
975	0.4283965152
976	0.4282918496
977	0.4282028555
978	0.4281535708
979	0.4280608518
980	0.4280106468
981	0.4279401738
982	0.4279059276
983	0.4278902084
984	0.4278287791
985	0.427734282
986	0.4276633644
987	0.4276387275
988	0.4275887976
989	0.427562721
990	0.4275325779
991	0.4274893766
992	0.4274497417
993	0.4273305316
994	0.4272975564
995	0.4272781783
996	0.4272640207
997	0.4272221226
998	0.4271336018
999	0.4271037001
1000	0.4270384282
1001	0.4269799801
1002	0.4268892561
1003	0.4268240856
1004	0.4267638576
1005	0.4266859697
1006	0.4266661073
1007	0.4266418361
1008	0.4265470199
1009	0.4264660058
1010	0.4264376142
1011	0.4263489457
1012	0.4263308389
1013	0.4262897099
1014	0.4262164587
1015	0.4261386328
1016	0.4260830398
1017	0.426011401
1018	0.4259341276
1019	0.4259132082
1020	0.4258364433
1021	0.4257896972
1022	0.4256603348
1023	0.4256377156
1024	0.4255996181
1025	0.4255099924
1026	0.4254497989
1027	0.4253371277
1028	0.4252644849
1029	0.4251755715
1030	0.4251056039
1031	0.4250783925
1032	0.4250481157
1033	0.4249935289
1034	0.4249355534
1035	0.4249147793
1036	0.4248629343
1037	0.4247603392
1038	0.4247002364
1039	0.4246570608
1040	0.4246221412
1041	0.4245969903
1042	0.4244872273
1043	0.4243809003
1044	0.4243616831
1045	0.4243425379
1046	0.4242401406
1047	0.4241609449
1048	0.42414258
1049	0.4241267842
1050	0.424101418
1051	0.4240744543
1052	0.4240025464
1053	0.4239271185
1054	0.4238798366
1055	0.4238326994
1056	0.4237519411
1057	0.42370766
1058	0.4236254224
1059	0.4235673383
1060	0.4234979374
1061	0.4234544293
1062	0.4233789818
1063	0.4233473003
1064	0.4233055374
1065	0.4232445849
1066	0.4232092437
1067	0.4231641964
1068	0.4231202622
1069	0.4230865095
1070	0.4230489822
1071	0.4230306998
1072	0.42298806
1073	0.4229758941
1074	0.4229364889
1075	0.4229132066
1076	0.4228261929
1077	0.4227568579
1078	0.4227087894
1079	0.422692159
1080	0.422636317
1081	0.422561788
1082	0.4224812932
1083	0.4224401109
1084	0.4224265522
1085	0.4223186766
1086	0.422284945
1087	0.4222697869
1088	0.4221910355
1089	0.42212379
1090	0.4221084316
1091	0.4220755917
1092	0.4220037139
1093	0.4219498943
1094	0.42191882
1095	0.4218578895
1096	0.4218146953
1097	0.4217731775
1098	0.4217286286
1099	0.4216901005
1100	0.4216550142
1101	0.4215941038
1102	0.4215014555
1103	0.4214557591
1104	0.4213799078
1105	0.4213532079
1106	0.4213246556
1107	0.4212472843
1108	0.4211973388
1109	0.4211326319
1110	0.4210856137
1111	0.4209954742
1112	0.4209408432
1113	0.4208754766
1114	0.420843483
1115	0.4208233612
1116	0.4207588783
1117	0.420663487
1118	0.4206274384
1119	0.4205626904
1120	0.4205464785
1121	0.4205182911
1122	0.4205012694
1123	0.4204369504
1124	0.4204064726
1125	0.4203436775
1126	0.4202643712
1127	0.4202322331
1128	0.4201795467
1129	0.4200971546
1130	0.4200573809
1131	0.4200053328
1132	0.4199427009
1133	0.4198371837
1134	0.4197297454
1135	0.4196463081
1136	0.4195980953
1137	0.4195144897
1138	0.4194462585
1139	0.4193707268
1140	0.4193251944
1141	0.4192309063
1142	0.4191721897
1143	0.419115376
1144	0.4190360039
1145	0.4189887318
1146	0.4189598193
1147	0.4189371537
1148	0.4188998831
1149	0.4188437889
1150	0.4188199845
1151	0.4187629811
1152	0.4187161245
1153	0.4186425264
1154	0.4185486331
1155	0.4184889942
1156	0.4184087335
1157	0.4183396684
1158	0.4182528696
1159	0.4182188579
1160	0.4181818994
1161	0.4181610332
1162	0.418104187
1163	0.4180727387
1164	0.4180574521
1165	0.4180304107
1166	0.4179650241
1167	0.4179392152
1168	0.4178752692
1169	0.4178240281
1170	0.4177326224
1171	0.4176734602
1172	0.4176224989
1173	0.4175809666
1174	0.4175206417
1175	0.4174350977
1176	0.4173562692
1177	0.4173035796
1178	0.417286654
1179	0.4172679145
1180	0.4171972231
1181	0.4171061309
1182	0.4170312313
1183	0.4169934778
1184	0.4169366325
1185	0.4168802125
1186	0.4168118717
1187	0.416779236
1188	0.4166892038
1189	0.4166617094
1190	0.4166441347
1191	0.4166156169
1192	0.4165067549
1193	0.4164893142
1194	0.4163926439
1195	0.4163018404
1196	0.4162597564
1197	0.4161960281
1198	0.4161249497
1199	0.4160564824
1200	0.4159866302
1201	0.4159638191
1202	0.4159497499
1203	0.415896715
1204	0.4158290869
1205	0.41579089
1206	0.4157327287
1207	0.415677653
1208	0.4155680133
1209	0.4155045065
1210	0.4154438431
1211	0.4153963429
1212	0.4152994777
1213	0.415228321
1214	0.4151721023
1215	0.4151039816
1216	0.4150231986
1217	0.4149499237
1218	0.4148801755
1219	0.4148275131
1220	0.414746555
1221	0.4146778386
1222	0.4146449261
1223	0.4145738673
1224	0.4145566574
1225	0.4144965852
1226	0.414469582
1227	0.4144170481
1228	0.4144002235
1229	0.4143382494
1230	0.4142599472
1231	0.41423323
1232	0.4142148113
1233	0.4141698473
1234	0.4140972118
1235	0.4140357564
1236	0.4140224707
1237	0.413979427
1238	0.413942251
1239	0.4138605333
1240	0.4137886595
1241	0.4137561786
1242	0.4136664967
1243	0.4135848339
1244	0.4135227603
1245	0.4134612531
1246	0.4133793162
1247	0.413358536
1248	0.413337225
1249	0.4133231616
1250	0.4132467428
1251	0.4131874255
1252	0.4131502449
1253	0.4131300869
1254	0.4130615722
1255	0.4130215928
1256	0.4129556238
1257	0.4129014323
1258	0.4128463271
1259	0.4128122578
1260	0.4127872692
1261	0.4127392126
1262	0.4126788677
1263	0.4126673781
1264	0.4126322454
1265	0.4125875553
1266	0.4125437921
1267	0.4124870781
1268	0.4124420315
1269	0.4124154257
1270	0.4123995748
1271	0.4123264331
1272	0.4122504165
1273	0.4121781379
1274	0.4121612482
1275	0.4121335798
1276	0.4120984121
1277	0.4120349655
1278	0.4120063171
1279	0.4119303012
1280	0.4118520012
1281	0.4118002199
1282	0.4117809847
1283	0.4117336766
1284	0.4116816073
1285	0.4116529596
1286	0.4115991764
1287	0.4115698322
1288	0.4115288556
1289	0.4114732544
1290	0.4114085763
1291	0.4113838821
1292	0.4113233974
1293	0.4112576288
1294	0.4111912896
1295	0.4111241583
1296	0.4110399544
1297	0.410997574
1298	0.4109489289
1299	0.4108699825
1300	0.4108439264
1301	0.4107948326
1302	0.4107459957
1303	0.4107085522
1304	0.4106876755
1305	0.4106426976
1306	0.4106266019
1307	0.4105821939
1308	0.410551074
1309	0.4105359098
1310	0.4105080882
1311	0.4104785634
1312	0.4104449637
1313	0.4104142214
1314	0.4103651737
1315	0.410307522
1316	0.4102929424
1317	0.4102652161
1318	0.4101936459
1319	0.4101494561
1320	0.4101037899
1321	0.4100687887
1322	0.4100225596
1323	0.4099781448
1324	0.4099379616
1325	0.4098874637
1326	0.4098218539
1327	0.4097694973
1328	0.4097372691
1329	0.4096956427
1330	0.409649742
1331	0.4096373798
1332	0.4096260093
1333	0.4096044328
1334	0.4095674115
1335	0.4095043981
1336	0.4094879178
1337	0.4094200716
1338	0.409357825
1339	0.4093086804
1340	0.4092677809
1341	0.4092094385
1342	0.4091523382
1343	0.4091060945
1344	0.4090909707
1345	0.4090203141
1346	0.4089921591
1347	0.4089592779
1348	0.4089254812
1349	0.4088526864
1350	0.4088390142
1351	0.4087821114
1352	0.4087249701
1353	0.4086994272
1354	0.4086478855
1355	0.4085940544
1356	0.4085263244
1357	0.4084425038
1358	0.4083789248
1359	0.4083324236
1360	0.4082885099
1361	0.4082189732
1362	0.408166059
1363	0.408141305
1364	0.4080820847
1365	0.4080548946
1366	0.4079825044
1367	0.4079565084
1368	0.4078822845
1369	0.4078512748
1370	0.4077725977
1371	0.4077310253
1372	0.407690316
1373	0.4076328667
1374	0.4075684813
1375	0.4075180148
1376	0.4074881857
1377	0.4074210745
1378	0.4074066328
1379	0.4073251752
1380	0.4072750136
1381	0.4072186747
1382	0.4071938454
1383	0.4071552645
1384	0.4071301568
1385	0.407069588
1386	0.4070483691
1387	0.407018242
1388	0.4069727095
1389	0.4069569708
1390	0.4068687624
1391	0.40682261
1392	0.4067996085
1393	0.4067518935
1394	0.4067213549
1395	0.4067065561
1396	0.4066517603
1397	0.4065826569
1398	0.4065266219
1399	0.4064877643
1400	0.4064259754
1401	0.4063978518
1402	0.406337394
1403	0.4062742326
1404	0.4061971698
1405	0.4061701258
1406	0.4061026454
1407	0.4060852401
1408	0.4060505142
1409	0.4060187871
1410	0.4060068963
1411	0.4059879283
1412	0.4059430543
1413	0.4059079163
1414	0.4058409294
1415	0.4058120821
1416	0.405785337
1417	0.4057122492
1418	0.4056746798
1419	0.4055949509
1420	0.4055732377
1421	0.4055566101
1422	0.4055410036
1423	0.4054922678
1424	0.4054766438
1425	0.4054385478
1426	0.4054254263
1427	0.4053980747
1428	0.4053390518
1429	0.4053109277
1430	0.4052789982
1431	0.4051968787
1432	0.4051310765
1433	0.4050637546
1434	0.4050175543
1435	0.4049892207
1436	0.4049678841
1437	0.404913141
1438	0.4048823932
1439	0.4048230291
1440	0.4047880851
1441	0.4047588461
1442	0.4047136028
1443	0.4046934235
1444	0.4046789478
1445	0.4046526093
1446	0.4046361751
1447	0.404619685
1448	0.4045623039
1449	0.4045483311
1450	0.4044847117
1451	0.4044747079
1452	0.4044014849
1453	0.4043760897
1454	0.4043265723
1455	0.4042818096
1456	0.4042495814
1457	0.4041804631
1458	0.4041658423
1459	0.404132876
1460	0.4040645155
1461	0.4040350368
1462	0.4040111227
1463	0.4039526078
1464	0.4039352817
1465	0.4039026907
1466	0.4038379579
1467	0.4038272532
1468	0.4037870155
1469	0.4037581615
1470	0.4037139463
1471	0.4036415772
1472	0.4036028652
1473	0.4035767016
1474	0.4035208278
1475	0.4034521351
1476	0.403395288
1477	0.4033473869
1478	0.4033171221
1479	0.4032678199
1480	0.4032496445
1481	0.4032322712
1482	0.4032184106
1483	0.4031795085
1484	0.4031434076
1485	0.4031216379
1486	0.4030664768
1487	0.4030151008
1488	0.4029998255
1489	0.402942166
1490	0.4029124147
1491	0.4028877981
1492	0.4028700251
1493	0.4028545753
1494	0.4027910706
1495	0.4027353763
1496	0.4027154909
1497	0.4026853513
1498	0.4026730709
1499	0.4026351168
1500	0.4026147467
1501	0.4025461757
1502	0.4024766355
1503	0.4024600799
1504	0.402444813
1505	0.4024174889
1506	0.4023982128
1507	0.4023858722
1508	0.4023178088
1509	0.4022832988
1510	0.4022232337
1511	0.4021702488
1512	0.4021610577
1513	0.4021311805
1514	0.4020997658
1515	0.4020885192
1516	0.4020490099
