iter	Passed	Remaining
241	65026	5309105
242	65277	5307366
243	65572	5309229
244	65858	5310321
245	66135	5310750
246	66438	5313160
247	66742	5315684
248	67044	5318066
249	67302	5316869
250	67570	5316498
251	67892	5320397
252	68136	5318186
253	68390	5316704
254	68670	5317222
255	68933	5316507
256	69191	5315370
257	69449	5314257
258	69701	5312621
259	69955	5311237
260	70219	5310610
261	70476	5309403
262	70744	5309053
263	71028	5309936
264	71300	5309869
265	71609	5312548
266	72023	5322964
267	72431	5332934
268	72736	5335195
269	73128	5343826
270	73430	5345828
271	73711	5346231
272	73980	5345849
273	74262	5346357
274	74515	5344772
275	74781	5344153
276	75044	5343354
277	75425	5350848
278	75751	5354495
279	76082	5358377
280	76328	5356330
281	76597	5355816
282	76867	5355469
283	77160	5356665
284	77453	5357854
285	77735	5358328
286	78046	5360735
287	78313	5360145
288	78591	5360260
289	78878	5361022
290	79132	5359529
291	79376	5357384
292	79621	5355281
293	79873	5353721
294	80120	5351805
295	80419	5353330
296	80677	5352145
297	80935	5350981
298	81196	5350002
299	81449	5348517
300	81719	5348126
301	81997	5348295
302	82268	5347969
303	82523	5346658
304	82796	5346491
305	83097	5348097
306	83371	5348003
307	83671	5349529
308	83928	5348350
309	84218	5349204
310	84500	5349637
311	84763	5348821
312	85016	5347378
313	85275	5346304
314	85548	5346079
315	85805	5344933
316	86063	5343809
317	86328	5343154
318	86587	5342106
319	86948	5347324
320	87306	5352334
321	87695	5359219
322	87972	5359250
323	88230	5358117
324	88477	5356285
325	88737	5355294
326	89068	5358571
327	89340	5358262
328	89631	5359066
329	89956	5361980
330	90290	5365321
331	90580	5366097
332	90849	5365588
333	91109	5364575
334	91457	5368689
335	91815	5373389
336	92212	5380366
337	92498	5380804
338	92749	5379198
339	93025	5379074
340	93321	5380072
341	93571	5378459
342	93880	5380182
343	94147	5379570
344	94404	5378331
345	94675	5377868
346	94950	5377728
347	95203	5376235
348	95468	5375531
349	95744	5375367
350	96042	5376438
351	96322	5376525
352	96600	5376537
353	96851	5374962
354	97102	5373456
355	97351	5371834
356	97604	5370450
357	97858	5369084
358	98109	5367611
359	98367	5366497
360	98616	5364916
361	98864	5363273
362	99121	5362117
363	99374	5360740
364	99653	5360837
365	99904	5359381
366	100176	5359008
367	100437	5358116
368	100742	5359574
369	101010	5359023
370	101304	5359870
371	101604	5360998
372	101896	5361723
373	102160	5360958
374	102407	5359303
375	102661	5358056
376	102946	5358407
377	103193	5356755
378	103439	5355101
379	103691	5353771
380	103942	5352376
381	104192	5350924
382	104442	5349493
383	104696	5348239
384	104948	5346916
385	105195	5345324
386	105474	5345415
387	105747	5345168
388	106048	5346305
389	106322	5346094
390	106606	5346396
391	106863	5345345
392	107130	5344813
393	107412	5345008
394	107757	5348308
395	108149	5353959
396	108545	5359741
397	108826	5359823
398	109149	5362011
399	109428	5361982
400	109672	5360294
401	109950	5360245
402	110201	5358850
403	110464	5358063
404	110725	5357196
405	110978	5355937
406	111249	5355551
407	111514	5354900
408	111782	5354335
409	112070	5354806
410	112428	5358531
411	112833	5364519
412	113259	5371467
413	113577	5373246
414	113883	5374454
415	114200	5376220
416	114464	5375426
417	114725	5374527
418	115036	5375964
419	115288	5374644
420	115560	5374231
421	115900	5377002
422	116259	5380644
423	116639	5385230
424	116936	5385976
425	117216	5385925
426	117489	5385547
427	117862	5389716
428	118299	5396846
429	118727	5403477
430	119206	5412423
431	119512	5413462
432	119841	5415558
433	120236	5420608
434	120592	5423883
435	120927	5426187
436	121218	5426519
437	121478	5425500
438	121746	5424774
439	122055	5425928
440	122309	5424596
441	122558	5423063
442	122891	5425251
443	123270	5429433
444	123672	5434641
445	124012	5437102
446	124322	5438184
447	124598	5437834
448	124876	5437568
449	125187	5438699
450	125517	5440661
451	125809	5440996
452	126066	5439784
453	126331	5438921
454	126576	5437231
455	126824	5435656
456	127071	5434046
457	127316	5432361
458	127566	5430884
459	127821	5429644
460	128154	5431695
461	128563	5436935
462	128991	5442985
463	129262	5442398
464	129542	5442163
465	129848	5443063
466	130135	5443118
467	130401	5442298
468	130676	5441870
469	131001	5443523
470	131305	5444313
471	131591	5444339
472	131864	5443819
473	132114	5442318
474	132360	5440726
475	132615	5439456
476	132865	5438004
477	133111	5436419
478	133424	5437545
479	133682	5436420
480	133930	5434903
481	134172	5433154
482	134419	5431591
483	134671	5430259
484	134944	5429767
485	135200	5428623
486	135474	5428171
487	135768	5428513
488	136019	5427147
489	136272	5425866
490	136531	5424829
491	136817	5424871
492	137125	5425761
493	137409	5425718
494	137663	5424498
495	137925	5423591
496	138213	5423688
497	138465	5422399
498	138723	5421333
499	139043	5422702
500	139443	5427153
501	139866	5432500
502	140124	5431427
503	140371	5429940
504	140620	5428497
505	140887	5427782
506	141159	5427270
507	141515	5429977
508	141832	5431136
509	142128	5431522
510	142417	5431649
511	142770	5434209
512	143218	5440366
513	143613	5444476
514	143983	5447624
515	144256	5447065
516	144531	5446645
517	144870	5448593
518	145243	5451805
519	145630	5455529
520	145950	5456762
521	146202	5455440
522	146462	5454415
523	146712	5452987
524	147022	5453835
525	147289	5453088
526	147551	5452117
527	147896	5454246
528	148171	5453790
529	148432	5452781
530	148696	5451926
531	148991	5452200
532	149264	5451669
533	149547	5451491
534	149800	5450200
535	150046	5448697
536	150294	5447269
537	150539	5445721
538	150798	5444682
539	151082	5444549
540	151331	5443193
541	151578	5441729
542	151832	5440531
543	152079	5439092
544	152327	5437668
545	152580	5436442
546	152846	5435696
547	153121	5435261
548	153371	5433931
549	153617	5432473
550	153885	5431811
551	154184	5432196
552	154473	5432282
553	154763	5432361
554	155030	5431639
555	155295	5430878
556	155551	5429763
557	155799	5428395
558	156046	5427002
559	156290	5425496
560	156536	5424095
561	156786	5422795
562	157033	5421433
563	157312	5421138
564	157560	5419790
565	157816	5418723
566	158081	5417997
567	158350	5417387
568	158627	5417045
569	158905	5416712
570	159156	5415504
571	159406	5414243
572	159657	5413031
573	159918	5412138
574	160197	5411901
575	160524	5413244
576	160807	5413119
577	161081	5412682
578	161402	5413810
579	161778	5416804
580	162105	5418114
581	162381	5417738
582	162630	5416476
583	162910	5416211
584	163168	5415235
585	163423	5414182
586	163703	5413915
587	164036	5415426
588	164406	5418171
589	164785	5421175
590	165052	5420480
591	165322	5419897
592	165592	5419306
593	165901	5419991
594	166191	5420073
595	166471	5419829
596	166791	5420851
597	167172	5423869
598	167524	5425940
599	167791	5425243
600	168049	5424278
601	168295	5422915
602	168541	5421554
603	168790	5420286
604	169041	5419123
605	169292	5417904
606	169548	5416902
607	169796	5415625
608	170113	5416538
609	170373	5415646
610	170633	5414737
611	170884	5413584
612	171130	5412259
613	171390	5411354
614	171650	5410465
615	171932	5410278
616	172201	5409705
617	172466	5408963
618	172735	5408393
619	172988	5407299
620	173276	5407301
621	173526	5406093
622	173776	5404924
623	174027	5403778
624	174277	5402601
625	174523	5401305
626	174773	5400141
627	175028	5399142
628	175280	5398035
629	175526	5396728
630	175784	5395817
631	176045	5395004
632	176320	5394636
633	176598	5394338
634	176845	5393076
635	177106	5392288
636	177364	5391373
637	177623	5390511
638	177879	5389565
639	178150	5389057
640	178414	5388326
641	178667	5387284
642	178947	5387076
643	179198	5385972
644	179445	5384756
645	179729	5384652
646	179978	5383501
647	180225	5382281
648	180469	5381002
649	180713	5379714
650	180989	5379376
651	181233	5378083
652	181504	5377597
653	181777	5377159
654	182050	5376746
655	182298	5375596
656	182546	5374416
657	182836	5374492
658	183104	5373931
659	183362	5373067
660	183624	5372326
661	183886	5371594
662	184147	5370830
663	184390	5369537
664	184648	5368695
665	184900	5367660
666	185147	5366502
667	185390	5365236
668	185638	5364094
669	185896	5363258
670	186165	5362740
671	186428	5362052
672	186708	5361829
673	186966	5361006
674	187228	5360292
675	187507	5360043
676	187930	5363931
677	188307	5366497
678	188712	5369822
679	188998	5369776
680	189328	5370977
681	189609	5370788
682	189916	5371335
683	190192	5371005
684	190446	5370032
685	190696	5368966
686	190947	5367941
687	191202	5367004
688	191447	5365806
689	191695	5364698
690	191944	5363612
691	192192	5362511
692	192491	5362824
693	192742	5361788
694	193003	5361048
695	193300	5361312
696	193583	5361180
697	193840	5360323
698	194096	5359439
699	194458	5361499
700	194837	5363999
701	195288	5368478
702	195631	5369977
703	195965	5371233
704	196237	5370788
705	196533	5370996
706	196942	5374267
707	197292	5375940
708	197553	5375187
709	197816	5374467
710	198109	5374599
711	198355	5373433
712	198617	5372710
713	198957	5374072
714	199221	5373406
715	199474	5372440
716	199719	5371254
717	199967	5370156
718	200216	5369077
719	200464	5367985
720	200726	5367269
721	200998	5366820
722	201286	5366811
723	201564	5366520
724	201853	5366531
725	202142	5366515
726	202416	5366117
727	202683	5365555
728	202948	5364919
729	203192	5363734
730	203442	5362695
731	203688	5361567
732	203935	5360464
733	204178	5359276
734	204424	5358147
735	204691	5357580
736	204961	5357077
737	205283	5357958
738	205534	5356970
739	205809	5356621
740	206058	5355583
741	206309	5354593
742	206584	5354224
743	206871	5354194
744	207150	5353942
745	207412	5353233
746	207663	5352265
747	207913	5351265
748	208180	5350722
749	208462	5350546
750	208712	5349541
751	208966	5348645
752	209211	5347528
753	209457	5346448
754	209704	5345393
755	209952	5344357
756	210206	5343457
757	210464	5342690
758	210736	5342267
759	210983	5341205
760	211229	5340145
761	211511	5339968
762	211759	5338937
763	212008	5337961
764	212263	5337109
765	212528	5336514
766	212809	5336327
767	213084	5336000
768	213335	5335062
769	213581	5333980
770	213837	5333189
771	214081	5332066
772	214335	5331220
773	214600	5330624
774	214864	5330015
775	215106	5328886
776	215350	5327769
777	215595	5326716
778	215853	5325964
779	216129	5325652
780	216395	5325096
781	216642	5324091
782	216898	5323301
783	217156	5322542
784	217399	5321441
785	217643	5320350
786	217946	5320711
787	218224	5320459
788	218514	5320503
789	218782	5320024
790	219041	5319306
791	219286	5318262
792	219533	5317244
793	219786	5316389
794	220030	5315330
795	220278	5314365
796	220522	5313295
797	220769	5312305
798	221058	5312309
799	221302	5311265
800	221563	5310611
801	221827	5310036
802	222100	5309666
803	222356	5308901
804	222606	5307997
805	222853	5307007
806	223100	5306033
807	223350	5305123
808	223609	5304434
809	223874	5303898
810	224182	5304368
811	224463	5304193
812	224714	5303307
813	224958	5302285
814	225212	5301466
815	225456	5300428
816	225699	5299372
817	225945	5298384
818	226188	5297333
819	226432	5296317
820	226674	5295246
821	226926	5294392
822	227179	5293586
823	227471	5293683
824	227741	5293271
825	227995	5292475
826	228252	5291765
827	228496	5290738
828	228746	5289856
829	228987	5288794
830	229257	5288376
831	229555	5288611
832	229859	5288980
833	230126	5288504
834	230390	5287940
835	230680	5287985
836	230929	5287099
837	231172	5286080
838	231419	5285126
839	231697	5284906
840	231989	5284996
841	232302	5285573
842	232555	5284773
843	232817	5284190
844	233100	5284078
845	233370	5283659
846	233639	5283224
847	233918	5283024
848	234163	5282057
849	234424	5281454
850	234678	5280675
851	234962	5280578
852	235246	5280495
853	235545	5280740
854	235850	5281116
855	236124	5280805
856	236388	5280266
857	236650	5279674
858	236943	5279783
859	237193	5278931
860	237509	5279558
861	237866	5281072
862	238213	5282382
863	238502	5282378
864	238777	5282096
865	239061	5281986
866	239336	5281694
867	239606	5281284
868	239864	5280603
869	240151	5280578
870	240411	5279935
871	240674	5279382
872	240937	5278829
873	241202	5278315
874	241493	5278357
875	241774	5278185
876	242117	5279374
877	242479	5280979
878	242904	5283933
879	243242	5284998
880	243514	5284614
881	243788	5284305
882	244046	5283622
883	244292	5282681
884	244553	5282086
885	244829	5281797
886	245134	5282129
887	245379	5281189
888	245628	5280332
889	245884	5279603
890	246130	5278693
891	246390	5278056
892	246670	5277862
893	246943	5277520
894	247215	5277145
895	247493	5276906
896	247765	5276539
897	248016	5275739
898	248271	5275010
899	248538	5274539
900	248797	5273899
901	249051	5273147
902	249306	5272437
903	249572	5271948
904	249861	5271932
905	250114	5271171
906	250394	5270984
907	250689	5271100
908	251095	5273552
909	251409	5274064
910	251768	5275536
911	252038	5275130
912	252298	5274499
913	252574	5274217
914	252918	5275353
915	253206	5275318
916	253573	5276934
917	253970	5279145
918	254321	5280423
919	254582	5279819
920	254863	5279638
921	255113	5278812
922	255368	5278070
923	255621	5277320
924	255898	5277037
925	256218	5277667
926	256494	5277367
927	256757	5276813
928	257004	5275927
929	257253	5275071
930	257524	5274688
931	257789	5274174
932	258042	5273416
933	258320	5273171
934	258613	5273230
935	258897	5273092
936	259190	5273161
937	259497	5273500
938	259759	5272928
939	260025	5272433
940	260304	5272209
941	260699	5274324
942	261001	5274550
943	261326	5275249
944	261612	5275164
945	261965	5276419
946	262363	5278579
947	262946	5284442
948	263369	5287093
949	263650	5286893
950	263932	5286698
951	264215	5286521
952	264494	5286274
953	264793	5286431
954	265066	5286057
955	265350	5285914
956	265636	5285800
957	265936	5285978
958	266198	5285393
959	266465	5284896
960	266723	5284238
961	266986	5283661
962	267249	5283100
963	267511	5282515
964	267764	5281764
965	268014	5280930
966	268260	5280037
967	268527	5279551
968	268817	5279535
969	269107	5279501
970	269370	5278943
971	269619	5278109
972	269891	5277731
973	270151	5277109
974	270423	5276731
975	270698	5276404
976	270967	5275965
977	271222	5275240
978	271477	5274533
979	271734	5273868
980	271998	5273330
981	272268	5272919
982	272533	5272401
983	272792	5271774
984	273061	5271331
985	273321	5270734
986	273578	5270064
987	273833	5269347
988	274092	5268720
989	274351	5268103
990	274628	5267830
991	274903	5267513
992	275193	5267472
993	275491	5267589
994	275767	5267294
995	276049	5267116
996	276318	5266688
997	276586	5266225
998	276851	5265725
999	277101	5264935
1000	277353	5264173
1001	277620	5263713
1002	277882	5263140
1003	278135	5262409
1004	278410	5262101
1005	278695	5261978
1006	278957	5261411
1007	279209	5260652
1008	279457	5259842
1009	279710	5259102
1010	279967	5258462
1011	280242	5258155
1012	280506	5257627
1013	280789	5257461
1014	281044	5256774
1015	281311	5256324
1016	281591	5256093
1017	281866	5255777
1018	282130	5255270
1019	282393	5254733
1020	282648	5254058
1021	282904	5253394
1022	283162	5252755
1023	283410	5251946
1024	283656	5251109
1025	283903	5250271
1026	284150	5249448
1027	284396	5248605
1028	284647	5247852
1029	284933	5247762
1030	285182	5246966
1031	285430	5246165
1032	285674	5245291
1033	285943	5244874
1034	286209	5244414
1035	286474	5243921
1036	286760	5243814
1037	287182	5246202
1038	287643	5249288
1039	288059	5251540
1040	288401	5252457
1041	288682	5252249
1042	288962	5252016
1043	289228	5251542
1044	289492	5251037
1045	289783	5251016
1046	290069	5250887
1047	290346	5250618
1048	290603	5249986
1049	290866	5249452
1050	291179	5249820
1051	291458	5249580
1052	291779	5250096
1053	292047	5249651
1054	292311	5249138
1055	292566	5248460
1056	292813	5247648
1057	293060	5246843
1058	293316	5246182
1059	293568	5245467
1060	293844	5245162
1061	294135	5245144
1062	294433	5245239
1063	294706	5244897
1064	294987	5244692
1065	295243	5244041
1066	295485	5243131
1067	295745	5242555
1068	295998	5241856
1069	296252	5241173
1070	296513	5240628
1071	296770	5239999
1072	297015	5239147
1073	297263	5238365
1074	297554	5238342
1075	297824	5237944
1076	298091	5237494
1077	298345	5236829
1078	298590	5235994
1079	298835	5235147
1080	299084	5234387
1081	299363	5234150
1082	299636	5233820
1083	299914	5233560
1084	300175	5233021
1085	300427	5232312
1086	300690	5231796
1087	300946	5231158
1088	301193	5230371
1089	301443	5229631
1090	301687	5228793
1091	301930	5227932
1092	302191	5227385
1093	302439	5226611
1094	302684	5225806
1095	302928	5224960
1096	303189	5224426
1097	303468	5224183
1098	303733	5223712
1099	304027	5223748
1100	304278	5223027
1101	304525	5222248
1102	304768	5221400
1103	305028	5220848
1104	305305	5220592
1105	305582	5220313
1106	305844	5219808
1107	306095	5219091
1108	306354	5218523
1109	306635	5218332
1110	306888	5217656
1111	307176	5217578
1112	307429	5216913
1113	307711	5216731
1114	307991	5216512
1115	308250	5215951
1116	308504	5215303
1117	308765	5214763
1118	309031	5214321
1119	309300	5213923
1120	309585	5213798
1121	309841	5213184
1122	310093	5212504
1123	310390	5212574
1124	310641	5211872
1125	310920	5211644
1126	311211	5211620
1127	311508	5211683
1128	311777	5211301
1129	312028	5210607
1130	312280	5209927
1131	312531	5209230
1132	312787	5208607
1133	313038	5207917
1134	313296	5207338
1135	313593	5207418
1136	313845	5206750
1137	314093	5206006
1138	314344	5205306
1139	314621	5205046
1140	314972	5206018
1141	315251	5205785
1142	315521	5205406
1143	315787	5204973
1144	316045	5204392
1145	316306	5203884
1146	316585	5203642
1147	316897	5203971
1148	317196	5204067
1149	317478	5203883
1150	317733	5203269
1151	317990	5202685
1152	318247	5202097
1153	318501	5201458
1154	318785	5201303
1155	319036	5200629
1156	319286	5199927
1157	319539	5199272
1158	319833	5199299
1159	320112	5199062
1160	320371	5198518
1161	320633	5198010
1162	320914	5197815
1163	321213	5197923
1164	321479	5197489
1165	321756	5197215
1166	322030	5196914
1167	322314	5196765
1168	322594	5196561
1169	322900	5196764
1170	323215	5197116
1171	323530	5197463
1172	323791	5196953
1173	324053	5196445
1174	324306	5195803
1175	324563	5195228
1176	324814	5194552
1177	325067	5193899
1178	325320	5193265
1179	325572	5192608
1180	325836	5192147
1181	326095	5191587
1182	326397	5191728
1183	326670	5191405
1184	326946	5191142
1185	327201	5190535
1186	327451	5189851
1187	327749	5189923
1188	328146	5191551
1189	328470	5192040
1190	328814	5192832
1191	329105	5192798
1192	329426	5193232
1193	329707	5193032
1194	329997	5192966
1195	330268	5192622
1196	330532	5192153
1197	330816	5192003
1198	331103	5191894
1199	331354	5191213
1200	331602	5190500
1201	331858	5189914
1202	332113	5189307
1203	332372	5188766
1204	332675	5188911
1205	332945	5188533
1206	333192	5187810
1207	333451	5187262
1208	333699	5186557
1209	333963	5186096
1210	334218	5185499
1211	334472	5184876
1212	334773	5184981
1213	335049	5184712
1214	335317	5184310
1215	335575	5183752
1216	335871	5183785
1217	336117	5183051
1218	336367	5182384
1219	336616	5181683
1220	336868	5181049
1221	337117	5180361
1222	337362	5179605
1223	337617	5179005
1224	337867	5178338
1225	338135	5177943
1226	338403	5177552
1227	338663	5177026
1228	338933	5176672
1229	339197	5176201
1230	339457	5175693
1231	339707	5175018
1232	339953	5174290
1233	340196	5173518
1234	340459	5173051
1235	340743	5172902
1236	341021	5172671
1237	341289	5172267
1238	341540	5171621
1239	341793	5171008
1240	342089	5171044
1241	342391	5171166
1242	342655	5170703
1243	342913	5170168
1244	343177	5169707
1245	343425	5169015
1246	343712	5168916
1247	343989	5168667
1248	344260	5168314
1249	344512	5167686
1250	344766	5167086
1251	345010	5166338
1252	345275	5165907
1253	345540	5165478
1254	345792	5164838
1255	346036	5164103
1256	346311	5163810
1257	346589	5163577
1258	346880	5163533
1259	347137	5162987
1260	347383	5162263
1261	347629	5161561
1262	347879	5160903
1263	348128	5160227
1264	348393	5159803
1265	348687	5159797
1266	348951	5159361
1267	349197	5158651
1268	349455	5158123
1269	349710	5157542
1270	349969	5157031
1271	350223	5156428
1272	350468	5155707
1273	350711	5154958
1274	350964	5154356
1275	351205	5153589
1276	351457	5152965
1277	351733	5152696
1278	352007	5152407
1279	352285	5152175
1280	352565	5151977
1281	352880	5152269
1282	353142	5151802
1283	353404	5151343
1284	353655	5150712
1285	353918	5150253
1286	354182	5149814
1287	354453	5149487
1288	354753	5149569
1289	355116	5150561
1290	355421	5150717
1291	355723	5150831
1292	356040	5151159
1293	356355	5151457
1294	356658	5151581
1295	356958	5151660
1296	357266	5151854
1297	357541	5151575
1298	357808	5151173
1299	358159	5151985
1300	358455	5152011
1301	358762	5152189
1302	359074	5152436
1303	359357	5152265
1304	359615	5151728
1305	359865	5151091
1306	360132	5150694
1307	360393	5150207
1308	360657	5149767
1309	360903	5149068
1310	361150	5148394
1311	361465	5148682
1312	361733	5148295
1313	361984	5147676
1314	362238	5147087
1315	362485	5146407
1316	362728	5145675
1317	362970	5144920
1318	363218	5144261
1319	363466	5143595
1320	363710	5142884
1321	363969	5142371
1322	364255	5142246
1323	364574	5142594
1324	364834	5142104
1325	365086	5141502
1326	365344	5140977
1327	365595	5140363
1328	365842	5139686
1329	366085	5138957
1330	366330	5138253
1331	366579	5137621
1332	366822	5136890
1333	367085	5136445
1334	367346	5135970
1335	367628	5135798
1336	367884	5135246
1337	368126	5134511
1338	368373	5133846
1339	368626	5133263
1340	368874	5132610
1341	369121	5131948
1342	369367	5131259
1343	369620	5130686
1344	369888	5130315
1345	370156	5129946
1346	370422	5129538
1347	370680	5129036
1348	370954	5128747
1349	371219	5128325
1350	371465	5127650
1351	371712	5126994
1352	371958	5126316
1353	372202	5125618
1354	372449	5124958
1355	372720	5124628
1356	372995	5124361
1357	373263	5123989
1358	373517	5123431
1359	373779	5122978
1360	374053	5122687
1361	374296	5121982
1362	374541	5121300
1363	374796	5120749
1364	375043	5120095
1365	375295	5119511
1366	375557	5119062
1367	375828	5118734
1368	376123	5118740
1369	376385	5118299
1370	376633	5117655
1371	376890	5117144
1372	377159	5116793
1373	377437	5116554
1374	377688	5115967
1375	377940	5115383
1376	378190	5114767
1377	378452	5114332
1378	378713	5113873
1379	378971	5113368
1380	379226	5112836
1381	379473	5112187
1382	379721	5111546
1383	379975	5111001
1384	380220	5110327
1385	380495	5110062
1386	380743	5109427
1387	380997	5108881
1388	381271	5108604
1389	381562	5108548
1390	381875	5108790
1391	382172	5108812
1392	382442	5108480
1393	382719	5108232
1394	382995	5107982
1395	383274	5107768
1396	383594	5108101
1397	383868	5107806
1398	384148	5107609
1399	384433	5107471
1400	384736	5107573
1401	385037	5107646
1402	385320	5107493
1403	385601	5107302
1404	385884	5107139
1405	386132	5106503
1406	386378	5105848
1407	386633	5105320
1408	386908	5105048
1409	387165	5104539
1410	387438	5104245
1411	387708	5103917
1412	387974	5103528
1413	388223	5102913
1414	388474	5102327
1415	388718	5101656
1416	388963	5100993
1417	389216	5100433
1418	389461	5099772
1419	389713	5099213
1420	389990	5098969
1421	390244	5098424
1422	390506	5097995
1423	390781	5097726
1424	391034	5097174
1425	391280	5096520
1426	391531	5095947
1427	391776	5095294
1428	392021	5094639
1429	392271	5094044
1430	392515	5093380
1431	392761	5092728
1432	393031	5092408
1433	393336	5092527
1434	393620	5092377
1435	393883	5091953
1436	394130	5091330
1437	394373	5090656
1438	394619	5090015
1439	394866	5089386
1440	395115	5088789
1441	395363	5088174
1442	395611	5087572
1443	395868	5087070
1444	396125	5086583
1445	396434	5086751
1446	396680	5086122
1447	396924	5085461
1448	397171	5084836
1449	397415	5084181
1450	397667	5083618
1451	397919	5083067
1452	398164	5082415
1453	398423	5081956
1454	398683	5081508
1455	398951	5081152
1456	399236	5081011
1457	399529	5080985
1458	399788	5080520
1459	400037	5079925
1460	400287	5079355
1461	400534	5078738
1462	400780	5078107
1463	401027	5077484
1464	401271	5076836
1465	401523	5076289
1466	401787	5075888
1467	402068	5075699
1468	402320	5075154
1469	402581	5074715
1470	402851	5074393
1471	403101	5073824
1472	403348	5073213
1473	403594	5072587
1474	403844	5072010
1475	404089	5071382
1476	404339	5070809
1477	404609	5070479
1478	404880	5070177
1479	405161	5069991
1480	405432	5069689
1481	405682	5069112
1482	405966	5068971
1483	406212	5068352
1484	406456	5067702
1485	406700	5067057
1486	406944	5066416
1487	407191	5065816
1488	407458	5065453
1489	407731	5065176
1490	407996	5064798
1491	408243	5064194
1492	408492	5063607
1493	408744	5063065
1494	409017	5062791
1495	409270	5062259
1496	409514	5061618
