iter	Passed	Remaining
5357	1437705	3928870
5358	1437955	3928550
5359	1438218	3928269
5360	1438467	3927946
5361	1438744	3927703
5362	1439037	3927501
5363	1439302	3927223
5364	1439564	3926937
5365	1439834	3926674
5366	1440110	3926428
5367	1440413	3926254
5368	1440716	3926079
5369	1440970	3925771
5370	1441216	3925443
5371	1441479	3925159
5372	1441728	3924839
5373	1441989	3924552
5374	1442257	3924281
5375	1442539	3924051
5376	1442799	3923759
5377	1443083	3923534
5378	1443342	3923241
5379	1443599	3922941
5380	1443860	3922652
5381	1444153	3922451
5382	1444449	3922257
5383	1444734	3922034
5384	1445003	3921768
5385	1445277	3921517
5386	1445561	3921290
5387	1445929	3921291
5388	1446311	3921330
5389	1446629	3921196
5390	1446987	3921173
5391	1447353	3921167
5392	1447601	3920843
5393	1447848	3920518
5394	1448103	3920212
5395	1448355	3919899
5396	1448619	3919619
5397	1448865	3919291
5398	1449115	3918972
5399	1449364	3918651
5400	1449613	3918330
5401	1449870	3918031
5402	1450163	3917828
5403	1450447	3917605
5404	1450722	3917354
5405	1450993	3917091
5406	1451259	3916817
5407	1451517	3916520
5408	1451768	3916205
5409	1452039	3915944
5410	1452312	3915688
5411	1452582	3915423
5412	1452833	3915107
5413	1453088	3914805
5414	1453378	3914594
5415	1453626	3914270
5416	1453873	3913944
5417	1454127	3913638
5418	1454376	3913316
5419	1454634	3913020
5420	1454888	3912714
5421	1455134	3912385
5422	1455385	3912068
5423	1455634	3911750
5424	1455896	3911464
5425	1456172	3911214
5426	1456481	3911055
5427	1456756	3910807
5428	1457021	3910528
5429	1457277	3910227
5430	1457540	3909943
5431	1457813	3909688
5432	1458090	3909444
5433	1458370	3909205
5434	1458626	3908903
5435	1458876	3908587
5436	1459142	3908312
5437	1459395	3908002
5438	1459666	3907740
5439	1459932	3907465
5440	1460179	3907140
5441	1460431	3906828
5442	1460703	3906569
5443	1460965	3906285
5444	1461238	3906027
5445	1461544	3905861
5446	1461846	3905683
5447	1462147	3905502
5448	1462426	3905262
5449	1462698	3905001
5450	1462999	3904821
5451	1463257	3904524
5452	1463549	3904318
5453	1463829	3904083
5454	1464085	3903781
5455	1464335	3903463
5456	1464588	3903154
5457	1464839	3902838
5458	1465087	3902515
5459	1465338	3902202
5460	1465589	3901887
5461	1465836	3901561
5462	1466108	3901302
5463	1466370	3901017
5464	1466619	3900697
5465	1466879	3900408
5466	1467142	3900123
5467	1467410	3899854
5468	1467685	3899604
5469	1467963	3899362
5470	1468245	3899130
5471	1468515	3898864
5472	1468777	3898580
5473	1469028	3898265
5474	1469335	3898099
5475	1469598	3897818
5476	1469857	3897524
5477	1470110	3897214
5478	1470356	3896888
5479	1470601	3896557
5480	1470848	3896232
5481	1471101	3895923
5482	1471354	3895613
5483	1471610	3895313
5484	1471860	3894995
5485	1472105	3894666
5486	1472366	3894379
5487	1472638	3894120
5488	1472897	3893825
5489	1473180	3893596
5490	1473453	3893340
5491	1473712	3893048
5492	1473982	3892785
5493	1474243	3892495
5494	1474517	3892243
5495	1474776	3891951
5496	1475051	3891699
5497	1475331	3891462
5498	1475692	3891438
5499	1476085	3891497
5500	1476386	3891316
5501	1476652	3891041
5502	1476902	3890724
5503	1477220	3890586
5504	1477506	3890365
5505	1477807	3890182
5506	1478096	3889968
5507	1478408	3889814
5508	1478701	3889611
5509	1479018	3889470
5510	1479329	3889313
5511	1479617	3889096
5512	1479882	3888817
5513	1480173	3888609
5514	1480434	3888321
5515	1480690	3888019
5516	1480951	3887731
5517	1481239	3887516
5518	1481496	3887216
5519	1481750	3886910
5520	1482040	3886698
5521	1482312	3886440
5522	1482558	3886111
5523	1482807	3885793
5524	1483063	3885491
5525	1483318	3885189
5526	1483581	3884906
5527	1483840	3884611
5528	1484087	3884289
5529	1484335	3883965
5530	1484605	3883701
5531	1484903	3883512
5532	1485231	3883399
5533	1485556	3883277
5534	1485819	3882995
5535	1486074	3882692
5536	1486358	3882465
5537	1486622	3882183
5538	1486879	3881886
5539	1487135	3881584
5540	1487396	3881298
5541	1487659	3881014
5542	1487905	3880686
5543	1488163	3880390
5544	1488446	3880160
5545	1488705	3879867
5546	1488966	3879579
5547	1489212	3879253
5548	1489456	3878922
5549	1489705	3878603
5550	1489954	3878282
5551	1490196	3877947
5552	1490445	3877628
5553	1490727	3877393
5554	1490997	3877130
5555	1491273	3876880
5556	1491586	3876730
5557	1491865	3876488
5558	1492123	3876193
5559	1492379	3875893
5560	1492659	3875652
5561	1492906	3875330
5562	1493149	3874996
5563	1493391	3874659
5564	1493641	3874342
5565	1493899	3874046
5566	1494161	3873761
5567	1494405	3873429
5568	1494670	3873153
5569	1494933	3872870
5570	1495199	3872595
5571	1495443	3872264
5572	1495687	3871934
5573	1495940	3871625
5574	1496183	3871290
5575	1496435	3870981
5576	1496708	3870723
5577	1496998	3870512
5578	1497278	3870272
5579	1497578	3870086
5580	1497936	3870050
5581	1498207	3869787
5582	1498481	3869532
5583	1498737	3869234
5584	1498999	3868947
5585	1499248	3868629
5586	1499497	3868312
5587	1499750	3868003
5588	1500004	3867698
5589	1500264	3867408
5590	1500524	3867118
5591	1500786	3866834
5592	1501072	3866611
5593	1501377	3866436
5594	1501649	3866177
5595	1501901	3865865
5596	1502158	3865567
5597	1502424	3865294
5598	1502707	3865062
5599	1503039	3864958
5600	1503327	3864740
5601	1503637	3864579
5602	1503948	3864420
5603	1504255	3864249
5604	1504529	3863997
5605	1504794	3863719
5606	1505078	3863490
5607	1505344	3863217
5608	1505617	3862960
5609	1505917	3862771
5610	1506185	3862503
5611	1506463	3862259
5612	1506723	3861967
5613	1506979	3861667
5614	1507230	3861354
5615	1507511	3861118
5616	1507762	3860805
5617	1508009	3860483
5618	1508274	3860204
5619	1508559	3859978
5620	1508915	3859936
5621	1509226	3859775
5622	1509534	3859608
5623	1509822	3859390
5624	1510150	3859273
5625	1510470	3859137
5626	1510836	3859116
5627	1511091	3858815
5628	1511371	3858574
5629	1511635	3858294
5630	1511904	3858026
5631	1512163	3857734
5632	1512413	3857419
5633	1512701	3857199
5634	1512987	3856976
5635	1513232	3856649
5636	1513479	3856326
5637	1513744	3856049
5638	1514046	3855865
5639	1514317	3855603
5640	1514576	3855310
5641	1514843	3855036
5642	1515098	3854735
5643	1515363	3854456
5644	1515640	3854210
5645	1515905	3853933
5646	1516163	3853637
5647	1516434	3853376
5648	1516682	3853054
5649	1516955	3852798
5650	1517248	3852591
5651	1517495	3852269
5652	1517769	3852015
5653	1518040	3851753
5654	1518292	3851441
5655	1518560	3851171
5656	1518816	3850872
5657	1519068	3850563
5658	1519315	3850238
5659	1519568	3849930
5660	1519815	3849609
5661	1520081	3849333
5662	1520403	3849199
5663	1520702	3849009
5664	1520977	3848757
5665	1521269	3848548
5666	1521543	3848293
5667	1521822	3848053
5668	1522093	3847791
5669	1522358	3847513
5670	1522628	3847248
5671	1522873	3846919
5672	1523118	3846592
5673	1523386	3846323
5674	1523634	3846001
5675	1523913	3845759
5676	1524179	3845485
5677	1524430	3845172
5678	1524686	3844872
5679	1524940	3844568
5680	1525192	3844257
5681	1525448	3843958
5682	1525703	3843656
5683	1525978	3843403
5684	1526247	3843137
5685	1526531	3842908
5686	1526822	3842694
5687	1527084	3842410
5688	1527349	3842134
5689	1527621	3841874
5690	1527870	3841555
5691	1528114	3841227
5692	1528357	3840894
5693	1528621	3840613
5694	1528870	3840297
5695	1529118	3839977
5696	1529369	3839664
5697	1529622	3839358
5698	1529898	3839107
5699	1530155	3838811
5700	1530405	3838496
5701	1530651	3838171
5702	1530904	3837865
5703	1531163	3837571
5704	1531416	3837265
5705	1531688	3837004
5706	1531996	3836835
5707	1532261	3836558
5708	1532546	3836331
5709	1532825	3836089
5710	1533133	3835920
5711	1533411	3835675
5712	1533672	3835388
5713	1533917	3835062
5714	1534168	3834751
5715	1534468	3834559
5716	1534779	3834399
5717	1535082	3834217
5718	1535366	3833985
5719	1535638	3833727
5720	1535896	3833431
5721	1536179	3833199
5722	1536428	3832883
5723	1536679	3832571
5724	1536926	3832249
5725	1537177	3831937
5726	1537457	3831696
5727	1537725	3831428
5728	1537978	3831120
5729	1538285	3830947
5730	1538609	3830818
5731	1538934	3830690
5732	1539234	3830500
5733	1539566	3830390
5734	1539828	3830105
5735	1540083	3829802
5736	1540329	3829478
5737	1540572	3829146
5738	1540819	3828825
5739	1541071	3828515
5740	1541315	3828185
5741	1541563	3827865
5742	1541809	3827541
5743	1542073	3827263
5744	1542321	3826942
5745	1542607	3826720
5746	1542868	3826431
5747	1543134	3826156
5748	1543403	3825889
5749	1543656	3825582
5750	1543910	3825279
5751	1544190	3825039
5752	1544455	3824762
5753	1544780	3824633
5754	1545121	3824544
5755	1545416	3824342
5756	1545724	3824171
5757	1545984	3823882
5758	1546250	3823606
5759	1546506	3823307
5760	1546775	3823040
5761	1547038	3822759
5762	1547296	3822462
5763	1547543	3822141
5764	1547787	3821813
5765	1548032	3821485
5766	1548277	3821160
5767	1548525	3820841
5768	1548822	3820644
5769	1549113	3820431
5770	1549372	3820138
5771	1549652	3819899
5772	1549940	3819679
5773	1550269	3819558
5774	1550572	3819374
5775	1550887	3819221
5776	1551168	3818983
5777	1551428	3818693
5778	1551682	3818390
5779	1551941	3818098
5780	1552221	3817858
5781	1552474	3817551
5782	1552724	3817237
5783	1552970	3816913
5784	1553240	3816648
5785	1553486	3816325
5786	1553733	3816003
5787	1553982	3815687
5788	1554244	3815402
5789	1554529	3815175
5790	1554788	3814883
5791	1555066	3814637
5792	1555346	3814397
5793	1555588	3814065
5794	1555835	3813743
5795	1556092	3813446
5796	1556380	3813227
5797	1556660	3812984
5798	1556927	3812714
5799	1557176	3812396
5800	1557420	3812070
5801	1557667	3811747
5802	1557911	3811418
5803	1558156	3811095
5804	1558428	3810835
5805	1558698	3810569
5806	1558946	3810250
5807	1559193	3809930
5808	1559444	3809618
5809	1559693	3809303
5810	1559939	3808978
5811	1560200	3808692
5812	1560454	3808389
5813	1560717	3808106
5814	1560978	3807820
5815	1561256	3807575
5816	1561535	3807334
5817	1561808	3807076
5818	1562100	3806864
5819	1562376	3806614
5820	1562669	3806406
5821	1562929	3806117
5822	1563228	3805923
5823	1563479	3805612
5824	1563745	3805337
5825	1564025	3805097
5826	1564311	3804871
5827	1564557	3804549
5828	1564862	3804367
5829	1565122	3804080
5830	1565375	3803774
5831	1565640	3803498
5832	1565931	3803284
5833	1566196	3803006
5834	1566461	3802728
5835	1566748	3802506
5836	1567022	3802251
5837	1567276	3801946
5838	1567529	3801641
5839	1567822	3801432
5840	1568163	3801339
5841	1568458	3801135
5842	1568720	3800851
5843	1568975	3800549
5844	1569235	3800261
5845	1569483	3799943
5846	1569730	3799623
5847	1569984	3799319
5848	1570231	3799000
5849	1570487	3798701
5850	1570742	3798399
5851	1571021	3798155
5852	1571337	3798003
5853	1571687	3797930
5854	1572065	3797927
5855	1572443	3797924
5856	1572723	3797682
5857	1572997	3797428
5858	1573251	3797123
5859	1573520	3796855
5860	1573823	3796671
5861	1574132	3796501
5862	1574461	3796377
5863	1574714	3796070
5864	1574971	3795776
5865	1575220	3795460
5866	1575467	3795140
5867	1575716	3794822
5868	1575959	3794494
5869	1576203	3794166
5870	1576448	3793840
5871	1576694	3793518
5872	1576945	3793208
5873	1577191	3792886
5874	1577459	3792615
5875	1577749	3792397
5876	1578014	3792122
5877	1578296	3791885
5878	1578549	3791580
5879	1578887	3791477
5880	1579269	3791481
5881	1579736	3791690
5882	1580091	3791627
5883	1580385	3791420
5884	1580676	3791206
5885	1580960	3790973
5886	1581241	3790735
5887	1581531	3790517
5888	1581791	3790229
5889	1582088	3790029
5890	1582378	3789810
5891	1582671	3789599
5892	1582972	3789409
5893	1583255	3789175
5894	1583585	3789054
5895	1583943	3788999
5896	1584273	3788876
5897	1584563	3788660
5898	1584836	3788401
5899	1585115	3788158
5900	1585396	3787919
5901	1585706	3787748
5902	1585996	3787531
5903	1586255	3787239
5904	1586506	3786926
5905	1586773	3786654
5906	1587044	3786392
5907	1587316	3786132
5908	1587567	3785820
5909	1587836	3785552
5910	1588087	3785241
5911	1588339	3784932
5912	1588605	3784657
5913	1588865	3784368
5914	1589124	3784078
5915	1589435	3783910
5916	1589814	3783903
5917	1590141	3783772
5918	1590520	3783766
5919	1590802	3783530
5920	1591093	3783315
5921	1591400	3783136
5922	1591691	3782920
5923	1591963	3782659
5924	1592217	3782356
5925	1592468	3782045
5926	1592723	3781743
5927	1592994	3781481
5928	1593246	3781172
5929	1593534	3780950
5930	1593790	3780649
5931	1594049	3780358
5932	1594298	3780043
5933	1594548	3779729
5934	1594811	3779448
5935	1595076	3779171
5936	1595328	3778862
5937	1595587	3778569
5938	1595865	3778324
5939	1596152	3778097
5940	1596402	3777786
5941	1596696	3777576
5942	1596969	3777317
5943	1597258	3777097
5944	1597545	3776870
5945	1597797	3776564
5946	1598059	3776277
5947	1598316	3775981
5948	1598570	3775679
5949	1598831	3775392
5950	1599090	3775100
5951	1599344	3774796
5952	1599597	3774490
5953	1599880	3774256
5954	1600138	3773962
5955	1600481	3773868
5956	1600820	3773766
5957	1601172	3773693
5958	1601445	3773434
5959	1601724	3773189
5960	1602013	3772967
5961	1602323	3772798
5962	1602622	3772599
5963	1602942	3772452
5964	1603288	3772364
5965	1603554	3772089
5966	1603839	3771857
5967	1604093	3771555
5968	1604344	3771245
5969	1604592	3770926
5970	1604842	3770613
5971	1605088	3770292
5972	1605337	3769975
5973	1605580	3769646
5974	1605845	3769369
5975	1606109	3769090
5976	1606382	3768829
5977	1606631	3768516
5978	1606885	3768213
5979	1607144	3767919
5980	1607405	3767633
5981	1607681	3767381
5982	1607949	3767110
5983	1608207	3766818
5984	1608514	3766638
5985	1608807	3766427
5986	1609088	3766186
5987	1609382	3765977
5988	1609638	3765677
5989	1609913	3765422
5990	1610173	3765134
5991	1610430	3764838
5992	1610680	3764524
5993	1610932	3764216
5994	1611181	3763901
5995	1611428	3763583
5996	1611672	3763255
5997	1611929	3762959
5998	1612179	3762648
5999	1612437	3762353
6000	1612713	3762102
6001	1612978	3761825
6002	1613250	3761563
6003	1613525	3761310
6004	1613776	3761000
6005	1614025	3760684
6006	1614307	3760447
6007	1614609	3760254
6008	1614895	3760027
6009	1615175	3759785
6010	1615427	3759477
6011	1615706	3759232
6012	1615967	3758944
6013	1616218	3758635
6014	1616464	3758312
6015	1616729	3758035
6016	1616980	3757727
6017	1617246	3757451
6018	1617507	3757163
6019	1617765	3756869
6020	1618018	3756564
6021	1618300	3756328
6022	1618692	3756345
6023	1619084	3756362
6024	1619489	3756408
6025	1619797	3756230
6026	1620100	3756040
6027	1620399	3755842
6028	1620679	3755600
6029	1620969	3755380
6030	1621240	3755117
6031	1621488	3754800
6032	1621730	3754469
6033	1621983	3754163
6034	1622266	3753927
6035	1622513	3753608
6036	1622758	3753283
6037	1623004	3752961
6038	1623253	3752648
6039	1623497	3752321
6040	1623743	3752000
6041	1623993	3751687
6042	1624249	3751390
6043	1624500	3751080
6044	1624762	3750795
6045	1625031	3750527
6046	1625325	3750316
6047	1625584	3750024
6048	1625845	3749739
6049	1626135	3749518
6050	1626429	3749309
6051	1626692	3749027
6052	1626942	3748713
6053	1627198	3748415
6054	1627463	3748138
6055	1627710	3747820
6056	1627959	3747505
6057	1628217	3747211
6058	1628496	3746967
6059	1628771	3746711
6060	1629023	3746405
6061	1629276	3746099
6062	1629529	3745794
6063	1629778	3745481
6064	1630028	3745167
6065	1630274	3744848
6066	1630530	3744549
6067	1630794	3744270
6068	1631070	3744017
6069	1631322	3743710
6070	1631594	3743448
6071	1631901	3743267
6072	1632180	3743023
6073	1632461	3742781
6074	1632711	3742469
6075	1632969	3742177
6076	1633235	3741901
6077	1633497	3741616
6078	1633751	3741314
6079	1634009	3741022
6080	1634276	3740749
6081	1634532	3740449
6082	1634840	3740271
6083	1635252	3740331
6084	1635637	3740328
6085	1635926	3740104
6086	1636195	3739836
6087	1636494	3739638
6088	1636766	3739375
6089	1637047	3739134
6090	1637307	3738845
6091	1637603	3738639
6092	1637885	3738401
6093	1638216	3738272
6094	1638470	3737971
6095	1638718	3737655
6096	1638974	3737357
6097	1639227	3737052
6098	1639480	3736746
6099	1639789	3736570
6100	1640132	3736468
6101	1640455	3736324
6102	1640866	3736379
6103	1641159	3736165
6104	1641496	3736050
6105	1641779	3735814
6106	1642156	3735792
6107	1642469	3735622
6108	1642757	3735398
6109	1643030	3735139
6110	1643311	3734897
6111	1643598	3734668
6112	1643902	3734478
6113	1644163	3734192
6114	1644430	3733918
6115	1644702	3733657
6116	1644954	3733349
6117	1645209	3733048
6118	1645457	3732733
6119	1645716	3732441
6120	1645971	3732141
6121	1646218	3731822
6122	1646465	3731504
6123	1646717	3731197
6124	1646975	3730903
6125	1647226	3730595
6126	1647474	3730279
6127	1647761	3730050
6128	1648038	3729799
6129	1648296	3729506
6130	1648556	3729216
6131	1648819	3728935
6132	1649111	3728717
6133	1649396	3728486
6134	1649679	3728248
6135	1649929	3727936
6136	1650178	3727624
6137	1650438	3727333
6138	1650691	3727029
6139	1650996	3726841
6140	1651253	3726545
6141	1651506	3726241
6142	1651765	3725950
6143	1652021	3725652
6144	1652350	3725518
6145	1652759	3725565
6146	1653130	3725526
6147	1653402	3725266
6148	1653688	3725034
6149	1653991	3724842
6150	1654339	3724750
6151	1654735	3724769
6152	1655095	3724703
6153	1655542	3724836
6154	1655839	3724630
6155	1656116	3724380
6156	1656379	3724095
6157	1656634	3723796
6158	1656911	3723544
6159	1657228	3723383
6160	1657511	3723145
6161	1657778	3722872
6162	1658028	3722559
6163	1658281	3722256
6164	1658535	3721952
6165	1658780	3721629
6166	1659031	3721319
6167	1659281	3721007
6168	1659530	3720695
6169	1659792	3720408
6170	1660064	3720148
6171	1660338	3719889
6172	1660634	3719680
6173	1660894	3719391
6174	1661171	3719139
6175	1661469	3718936
6176	1661752	3718699
6177	1662012	3718410
6178	1662271	3718119
6179	1662517	3717797
6180	1662771	3717494
6181	1663017	3717175
6182	1663281	3716895
6183	1663550	3716624
6184	1663841	3716405
6185	1664107	3716131
6186	1664362	3715829
6187	1664608	3715510
6188	1664860	3715202
6189	1665107	3714885
6190	1665360	3714579
6191	1665625	3714302
6192	1665896	3714038
6193	1666148	3713730
6194	1666392	3713405
6195	1666634	3713075
6196	1666928	3712863
6197	1667206	3712615
6198	1667500	3712400
6199	1667762	3712115
6200	1668007	3711794
6201	1668255	3711478
6202	1668500	3711155
6203	1668746	3710836
6204	1668994	3710519
6205	1669246	3710214
6206	1669493	3709896
6207	1669741	3709581
6208	1670015	3709321
6209	1670282	3709049
6210	1670559	3708798
6211	1670839	3708553
6212	1671102	3708271
6213	1671364	3707987
6214	1671695	3707855
6215	1672083	3707849
6216	1672419	3707729
6217	1672740	3707575
6218	1673059	3707417
6219	1673404	3707316
6220	1673687	3707079
6221	1673958	3706814
6222	1674233	3706558
6223	1674550	3706396
6224	1674929	3706370
6225	1675298	3706323
6226	1675581	3706084
6227	1675835	3705781
6228	1676084	3705467
6229	1676371	3705237
6230	1676654	3705000
6231	1677052	3705015
6232	1677413	3704949
6233	1677746	3704821
6234	1678030	3704586
6235	1678294	3704305
6236	1678570	3704051
6237	1678875	3703861
6238	1679180	3703671
6239	1679454	3703411
6240	1679752	3703206
6241	1680010	3702913
6242	1680258	3702598
6243	1680518	3702307
6244	1680766	3701991
6245	1681019	3701687
6246	1681274	3701387
6247	1681530	3701089
6248	1681794	3700808
6249	1682201	3700843
6250	1682555	3700759
6251	1682998	3700873
6252	1683294	3700663
6253	1683662	3700612
6254	1683961	3700407
6255	1684220	3700115
6256	1684517	3699908
6257	1684815	3699702
6258	1685129	3699530
6259	1685370	3699200
6260	1685620	3698888
6261	1685870	3698576
6262	1686155	3698342
6263	1686432	3698089
6264	1686830	3698102
6265	1687198	3698049
6266	1687511	3697876
6267	1687765	3697573
6268	1688035	3697306
6269	1688287	3697000
6270	1688545	3696705
6271	1688795	3696393
6272	1689088	3696176
6273	1689408	3696019
6274	1689682	3695758
6275	1689932	3695447
6276	1690204	3695184
6277	1690495	3694963
6278	1690783	3694735
6279	1691048	3694457
6280	1691298	3694144
6281	1691547	3693831
6282	1691804	3693534
6283	1692057	3693230
6284	1692323	3692954
6285	1692603	3692708
6286	1692861	3692414
6287	1693127	3692138
6288	1693380	3691833
6289	1693642	3691547
6290	1693897	3691247
6291	1694152	3690948
6292	1694408	3690650
6293	1694664	3690350
6294	1694925	3690063
6295	1695219	3689847
6296	1695512	3689631
6297	1695789	3689377
6298	1696071	3689136
6299	1696360	3688909
6300	1696639	3688663
6301	1696911	3688398
6302	1697166	3688099
6303	1697419	3687795
6304	1697673	3687493
6305	1697928	3687191
6306	1698183	3686892
6307	1698443	3686601
6308	1698721	3686353
6309	1698992	3686087
6310	1699270	3685836
6311	1699533	3685553
6312	1699786	3685250
6313	1700042	3684950
6314	1700297	3684650
6315	1700570	3684389
6316	1700887	3684223
6317	1701195	3684039
6318	1701479	3683802
6319	1701882	3683821
6320	1702344	3683969
6321	1702772	3684042
6322	1703084	3683867
6323	1703341	3683571
6324	1703586	3683247
6325	1703842	3682950
6326	1704099	3682653
6327	1704352	3682348
6328	1704597	3682027
6329	1704847	3681716
6330	1705108	3681429
6331	1705386	3681177
6332	1705634	3680863
6333	1705878	3680538
6334	1706122	3680215
6335	1706373	3679905
6336	1706655	3679665
6337	1706922	3679389
6338	1707193	3679123
6339	1707452	3678833
6340	1707707	3678533
6341	1707980	3678270
6342	1708350	3678218
6343	1708782	3678299
6344	1709149	3678240
6345	1709414	3677961
6346	1709666	3677654
6347	1709937	3677388
6348	1710208	3677123
6349	1710457	3676809
6350	1710708	3676502
6351	1710973	3676223
6352	1711223	3675911
6353	1711474	3675602
6354	1711765	3675380
6355	1712011	3675059
6356	1712273	3674775
6357	1712526	3674470
6358	1712805	3674223
6359	1713085	3673976
6360	1713348	3673692
6361	1713610	3673406
6362	1713862	3673100
6363	1714126	3672820
6364	1714417	3672596
6365	1714712	3672383
6366	1715038	3672233
6367	1715285	3671917
6368	1715531	3671599
6369	1715791	3671309
6370	1716048	3671014
6371	1716305	3670718
6372	1716548	3670391
6373	1716800	3670085
6374	1717049	3669772
6375	1717302	3669468
6376	1717548	3669148
6377	1717797	3668837
6378	1718083	3668602
6379	1718345	3668316
6380	1718612	3668043
6381	1718866	3667741
6382	1719123	3667446
6383	1719384	3667157
6384	1719661	3666905
6385	1719916	3666606
6386	1720226	3666423
6387	1720515	3666194
6388	1720807	3665975
6389	1721069	3665689
6390	1721348	3665441
6391	1721592	3665117
6392	1721852	3664827
6393	1722103	3664520
6394	1722349	3664200
6395	1722594	3663879
6396	1722838	3663557
6397	1723090	3663251
6398	1723340	3662940
6399	1723586	3662621
6400	1723849	3662339
6401	1724135	3662104
6402	1724427	3661884
6403	1724674	3661567
6404	1724920	3661247
6405	1725169	3660935
6406	1725419	3660625
6407	1725677	3660332
6408	1725943	3660055
6409	1726224	3659812
6410	1726507	3659571
6411	1726770	3659288
6412	1727024	3658986
6413	1727273	3658673
6414	1727544	3658408
6415	1727793	3658095
6416	1728040	3657779
6417	1728286	3657460
6418	1728532	3657142
6419	1728780	3656829
6420	1729029	3656515
6421	1729275	3656197
6422	1729539	3655918
6423	1729801	3655633
6424	1730062	3655345
6425	1730305	3655021
6426	1730556	3654712
6427	1730838	3654471
6428	1731097	3654180
6429	1731359	3653896
6430	1731620	3653607
6431	1731904	3653371
6432	1732193	3653143
6433	1732480	3652911
6434	1732730	3652602
6435	1732998	3652328
6436	1733259	3652043
6437	1733536	3651790
6438	1733815	3651539
6439	1734081	3651265
6440	1734341	3650975
6441	1734585	3650654
6442	1734832	3650336
6443	1735087	3650037
6444	1735357	3649771
6445	1735629	3649507
6446	1735886	3649211
6447	1736130	3648888
6448	1736380	3648579
6449	1736627	3648264
6450	1736876	3647952
6451	1737154	3647702
6452	1737398	3647378
6453	1737678	3647132
6454	1737955	3646878
6455	1738242	3646647
6456	1738494	3646342
6457	1738767	3646080
6458	1739019	3645775
6459	1739274	3645475
6460	1739519	3645155
6461	1739768	3644844
6462	1740018	3644534
6463	1740292	3644276
6464	1740535	3643951
6465	1740786	3643644
6466	1741053	3643370
6467	1741310	3643075
6468	1741563	3642772
6469	1741815	3642468
6470	1742065	3642158
6471	1742319	3641856
6472	1742565	3641540
6473	1742819	3641237
6474	1743067	3640925
6475	1743336	3640654
6476	1743619	3640415
6477	1743899	3640168
6478	1744183	3639930
6479	1744428	3639609
6480	1744679	3639303
6481	1744931	3638998
6482	1745176	3638678
6483	1745422	3638360
6484	1745673	3638054
6485	1745926	3637749
6486	1746170	3637428
6487	1746419	3637117
6488	1746718	3636911
6489	1746978	3636622
6490	1747229	3636315
6491	1747476	3636000
6492	1747722	3635683
6493	1747971	3635372
6494	1748215	3635050
6495	1748460	3634731
6496	1748707	3634415
6497	1748958	3634109
6498	1749212	3633808
6499	1749485	3633546
6500	1749793	3633358
6501	1750071	3633108
6502	1750320	3632796
6503	1750562	3632470
6504	1750813	3632163
6505	1751070	3631869
6506	1751314	3631548
6507	1751561	3631232
6508	1751811	3630923
6509	1752060	3630613
6510	1752311	3630307
6511	1752576	3630029
6512	1752863	3629796
6513	1753138	3629541
6514	1753384	3629222
6515	1753629	3628904
6516	1753877	3628592
6517	1754129	3628287
6518	1754379	3627978
6519	1754626	3627663
6520	1754873	3627348
6521	1755140	3627074
6522	1755421	3626829
6523	1755711	3626604
6524	1755964	3626301
6525	1756252	3626072
6526	1756510	3625779
6527	1756762	3625475
6528	1757017	3625177
6529	1757270	3624875
6530	1757527	3624580
6531	1757772	3624262
6532	1758023	3623955
6533	1758285	3623672
6534	1758547	3623387
6535	1758804	3623094
6536	1759049	3622774
6537	1759329	3622529
6538	1759576	3622214
6539	1759822	3621896
6540	1760070	3621584
6541	1760341	3621320
6542	1760609	3621049
6543	1760902	3620828
6544	1761208	3620634
6545	1761503	3620420
6546	1761800	3620207
6547	1762050	3619898
6548	1762297	3619586
6549	1762582	3619349
6550	1762828	3619032
6551	1763074	3618716
6552	1763332	3618423
6553	1763584	3618119
6554	1763841	3617826
6555	1764101	3617538
6556	1764396	3617321
6557	1764649	3617019
6558	1764899	3616711
6559	1765151	3616407
6560	1765399	3616094
6561	1765673	3615837
6562	1765936	3615554
6563	1766190	3615255
6564	1766441	3614949
6565	1766686	3614631
6566	1766953	3614358
6567	1767223	3614090
6568	1767498	3613833
6569	1767755	3613540
6570	1768002	3613224
6571	1768246	3612905
6572	1768491	3612586
6573	1768759	3612316
6574	1769035	3612060
6575	1769289	3611760
6576	1769545	3611465
6577	1769816	3611200
6578	1770080	3610921
6579	1770335	3610624
6580	1770585	3610314
6581	1770837	3610012
6582	1771082	3609693
6583	1771334	3609390
6584	1771585	3609083
6585	1771839	3608783
6586	1772115	3608530
6587	1772367	3608225
6588	1772625	3607933
6589	1772904	3607686
6590	1773192	3607455
6591	1773464	3607192
6592	1773714	3606884
6593	1773959	3606566
6594	1774207	3606255
6595	1774455	3605943
6596	1774705	3605635
6597	1774954	3605326
6598	1775229	3605068
6599	1775480	3604763
6600	1775739	3604475
6601	1776009	3604207
6602	1776261	3603903
6603	1776518	3603610
6604	1776767	3603300
6605	1777017	3602993
6606	1777269	3602689
6607	1777516	3602376
6608	1777767	3602070
6609	1778021	3601772
6610	1778281	3601483
6611	1778564	3601242
6612	1778848	3601004
6613	1779138	3600777
6614	1779400	3600495
6615	1779646	3600179
6616	1779890	3599860
6617	1780140	3599553
6618	1780385	3599234
6619	1780629	3598915
6620	1780883	3598615
6621	1781132	3598307
6622	1781395	3598025
6623	1781699	3597828
6624	1781964	3597551
6625	1782213	3597240
6626	1782462	3596931
6627	1782709	3596618
